iter	F1	Logloss
199	1	0.05645939814
200	1	0.05602867367
201	1	0.05547504589
202	1	0.05499363898
203	1	0.05445778841
204	1	0.05387304169
205	1	0.05322304599
206	1	0.05279924203
207	1	0.05216530187
208	1	0.05166908712
209	1	0.05125885529
210	1	0.05068364391
211	1	0.05009828195
212	1	0.04955807773
213	1	0.04898923852
214	1	0.04849928696
215	1	0.04800202057
216	1	0.04763023169
217	1	0.04713292061
218	1	0.04670659837
219	1	0.04633386693
220	1	0.04598978822
221	1	0.04564699178
222	1	0.04523807971
223	1	0.04492548235
224	1	0.04465714715
225	1	0.04424603273
226	1	0.04379058405
227	1	0.04350141069
228	1	0.04308123786
229	1	0.04267292856
230	1	0.04229666333
231	1	0.04184682233
232	1	0.04138179816
233	1	0.04099282908
234	1	0.04050775802
235	1	0.04017414454
236	1	0.03994936133
237	1	0.03962790069
238	1	0.03926576369
239	1	0.03902362156
240	1	0.03872673455
241	1	0.03836161606
242	1	0.03797582539
243	1	0.03769734935
244	1	0.0374704005
245	1	0.03710138373
246	1	0.03683662712
247	1	0.03647687515
248	1	0.03617272824
249	1	0.03599750035
250	1	0.03576573213
251	1	0.03555782836
252	1	0.03528270953
253	1	0.03500788226
254	1	0.03480387583
255	1	0.03457359936
256	1	0.03430842456
257	1	0.03402721834
258	1	0.03384242831
259	1	0.03356040646
260	1	0.03332969392
261	1	0.03305898742
262	1	0.03279176542
263	1	0.03263684938
264	1	0.03238480232
265	1	0.03214652694
266	1	0.03189351392
267	1	0.03164397385
268	1	0.0315058491
269	1	0.03127858425
270	1	0.0310493217
271	1	0.03080431918
272	1	0.03060171681
273	1	0.0303973977
274	1	0.03019020354
275	1	0.02992322787
276	1	0.0297225267
277	1	0.02954376866
278	1	0.02930852172
279	1	0.02915017333
280	1	0.02903241467
281	1	0.0288276343
282	1	0.02867838416
283	1	0.02840781992
284	1	0.02822463863
285	1	0.02803595156
286	1	0.0278523063
287	1	0.02765313845
288	1	0.02746870189
289	1	0.02730017867
290	1	0.0271808905
291	1	0.02703076548
292	1	0.02689822754
293	1	0.02673042025
294	1	0.02661640857
295	1	0.02644815914
296	1	0.02626692412
297	1	0.02614083151
298	1	0.02601870934
299	1	0.0258705853
300	1	0.02569584649
301	1	0.0255383621
302	1	0.02535190323
303	1	0.02524051808
304	1	0.02501719651
305	1	0.02484625261
306	1	0.02473456187
307	1	0.02462584326
308	1	0.02446077728
309	1	0.02431421341
310	1	0.0241686683
311	1	0.02400401601
312	1	0.02386482144
313	1	0.02374594892
314	1	0.02361888929
315	1	0.02353491541
316	1	0.02335858806
317	1	0.02324435106
318	1	0.02312166739
319	1	0.0230109246
320	1	0.02287838903
321	1	0.02278421387
322	1	0.02263041759
323	1	0.02246063067
324	1	0.02231194533
325	1	0.02220203612
326	1	0.0220769796
327	1	0.02195992682
328	1	0.02183997426
329	1	0.02167045985
330	1	0.02152719872
331	1	0.02142036241
332	1	0.02126506688
333	1	0.02114487399
334	1	0.0210220949
335	1	0.02092596858
336	1	0.02078944632
337	1	0.02066502534
338	1	0.02053487635
339	1	0.02042788071
340	1	0.02032761958
341	1	0.02021570936
342	1	0.02010206615
343	1	0.01998212419
344	1	0.01988075933
345	1	0.01977612324
346	1	0.01967205555
347	1	0.01959412909
348	1	0.01947345439
349	1	0.01935994201
350	1	0.01927148624
351	1	0.0191569498
352	1	0.01907005057
353	1	0.01897060398
354	1	0.01884594222
355	1	0.01873719221
356	1	0.01866901421
357	1	0.01858473655
358	1	0.01848582032
359	1	0.01838452031
360	1	0.01826780434
361	1	0.01817873495
362	1	0.01808784944
363	1	0.01801371371
364	1	0.01791201435
365	1	0.01780238618
366	1	0.01773777188
367	1	0.01764141423
368	1	0.01755366294
369	1	0.01741987942
370	1	0.01733497366
371	1	0.01723355951
372	1	0.01718107166
373	1	0.01713242899
374	1	0.01703899087
375	1	0.01697689333
376	1	0.01687823491
377	1	0.0168106244
378	1	0.01672371132
379	1	0.01663512569
380	1	0.0165574527
381	1	0.01645692524
382	1	0.01635838801
383	1	0.01627712084
384	1	0.01619470191
385	1	0.01610274882
386	1	0.01602511288
387	1	0.01594683005
388	1	0.01586185455
389	1	0.01577986864
390	1	0.0156956033
391	1	0.01564061944
392	1	0.01555593773
393	1	0.01550640435
394	1	0.01543195047
395	1	0.01536149992
396	1	0.01529158882
397	1	0.01521397351
398	1	0.01513159864
399	1	0.01506336124
400	1	0.01498455833
401	1	0.0149227897
402	1	0.01485310587
403	1	0.01479599756
404	1	0.01470826569
405	1	0.01463481168
406	1	0.01456682124
407	1	0.01448439522
408	1	0.01441676303
409	1	0.01433105957
410	1	0.01425085001
411	1	0.01419553115
412	1	0.01415822221
413	1	0.01410313619
414	1	0.01404832984
415	1	0.01397990951
416	1	0.01394201659
417	1	0.01388890725
418	1	0.01384266354
419	1	0.01381181901
420	1	0.01375881576
421	1	0.01369987152
422	1	0.01366733763
423	1	0.01362521979
424	1	0.01356242042
425	1	0.01352476121
426	1	0.01346522226
427	1	0.01341039207
428	1	0.01333911858
429	1	0.01326466578
430	1	0.01320403679
431	1	0.01315378038
432	1	0.01308985263
433	1	0.01303601678
434	1	0.01296742453
435	1	0.01293085074
436	1	0.01287744065
437	1	0.01283505268
438	1	0.01277614322
439	1	0.01273250128
440	1	0.01269620154
441	1	0.01265125643
442	1	0.01261663715
443	1	0.01258876157
444	1	0.01255096315
445	1	0.01251713715
446	1	0.01246693839
447	1	0.0124122288
448	1	0.01238023406
449	1	0.01233166573
450	1	0.01229597331
451	1	0.01223991584
452	1	0.01218418085
453	1	0.01212775052
454	1	0.01209754159
455	1	0.0120306561
456	1	0.01198346742
457	1	0.01195245125
458	1	0.01190933157
459	1	0.0118554694
460	1	0.0118103573
461	1	0.0117539963
462	1	0.01169407648
463	1	0.01164652304
464	1	0.01162492513
465	1	0.01159383233
466	1	0.0115529255
467	1	0.01151152557
468	1	0.01144894382
469	1	0.01140251988
470	1	0.01136662582
471	1	0.01132011588
472	1	0.01126326509
473	1	0.011233602
474	1	0.0111976877
475	1	0.01116662019
476	1	0.01114563286
477	1	0.01110999914
478	1	0.01106482531
479	1	0.01102170427
480	1	0.01098111435
481	1	0.01095988391
482	1	0.01093298693
483	1	0.01088028294
484	1	0.01084882146
485	1	0.01081220361
486	1	0.01075941838
487	1	0.01071872166
488	1	0.01066613107
489	1	0.01064330827
490	1	0.01060584528
491	1	0.01055794187
492	1	0.01052210605
493	1	0.01045788249
494	1	0.01042063899
495	1	0.0103933549
496	1	0.01035274568
497	1	0.01030731168
498	1	0.01028491612
499	1	0.01024931886
500	1	0.0102155681
501	1	0.01019426478
502	1	0.01015313905
503	1	0.01011805819
504	1	0.01008150849
505	1	0.01003402447
506	1	0.01000032117
507	1	0.009959446899
508	1	0.009915547892
509	1	0.009870431442
510	1	0.009834491281
511	1	0.009803376402
512	1	0.00977408374
513	1	0.009736543964
514	1	0.00971482379
515	1	0.00968151555
516	1	0.009641669778
517	1	0.009622927158
518	1	0.009585159901
519	1	0.009553814436
520	1	0.009527303861
521	1	0.009496650115
522	1	0.009470774623
523	1	0.009434753284
524	1	0.00941247969
525	1	0.009389160426
526	1	0.009348695792
527	1	0.009308843715
528	1	0.009270152006
529	1	0.009222318243
530	1	0.009189486481
531	1	0.009155234723
532	1	0.00912995611
533	1	0.009098745128
534	1	0.009063767641
535	1	0.009028945699
536	1	0.008993484266
537	1	0.008981016422
538	1	0.008949962378
539	1	0.008918328312
540	1	0.008885930643
541	1	0.008866220246
542	1	0.008840844162
543	1	0.008812258678
544	1	0.008785018123
545	1	0.008765100142
546	1	0.008733944973
547	1	0.008702189743
548	1	0.008679597127
549	1	0.00864562939
550	1	0.008618628587
551	1	0.008587494888
552	1	0.008561650386
553	1	0.00853984691
554	1	0.008514292745
555	1	0.008493610478
556	1	0.008464372586
557	1	0.008435816824
558	1	0.008407026575
559	1	0.008381453105
560	1	0.008352782308
561	1	0.008316870682
562	1	0.008287737132
563	1	0.008274443471
564	1	0.008261885689
565	1	0.008237556981
566	1	0.008212794464
567	1	0.00818964728
568	1	0.008168632832
569	1	0.008138606931
570	1	0.008112904823
571	1	0.00808910805
572	1	0.008061898304
573	1	0.008031007578
574	1	0.008000319536
575	1	0.007972377041
576	1	0.007946258761
577	1	0.00792788061
578	1	0.007908948371
579	1	0.007883337961
580	1	0.00786198571
581	1	0.007840125746
582	1	0.007815233824
583	1	0.0077867313
584	1	0.007760528578
585	1	0.007728442307
586	1	0.007703509928
587	1	0.007677609258
588	1	0.007650518492
589	1	0.007621120775
590	1	0.007600653697
591	1	0.007573666226
592	1	0.00755102704
593	1	0.007528551371
594	1	0.007518394019
595	1	0.007495035179
596	1	0.007472373801
597	1	0.007451637661
598	1	0.007427086931
599	1	0.007410411236
600	1	0.007378815004
601	1	0.007361787728
602	1	0.007331984924
603	1	0.007308162301
604	1	0.007280857512
605	1	0.00725317304
606	1	0.007238597183
607	1	0.007222424473
608	1	0.007195778957
609	1	0.007174971684
610	1	0.007150487525
611	1	0.00712682445
612	1	0.007111020881
613	1	0.007090104078
614	1	0.007068244148
615	1	0.007048380054
616	1	0.007036354222
617	1	0.007014431799
618	1	0.00699682729
619	1	0.00696792969
620	1	0.006950466274
621	1	0.00693485611
622	1	0.006916106639
623	1	0.006898068154
624	1	0.006873593023
625	1	0.006847158754
626	1	0.006829284022
627	1	0.00681538669
628	1	0.006790403616
629	1	0.006777658591
630	1	0.00676130863
631	1	0.006746725288
632	1	0.006732643922
633	1	0.006706740252
634	1	0.006690252183
635	1	0.006666499516
636	1	0.006650463754
637	1	0.006628666448
638	1	0.006607582883
639	1	0.006584749614
640	1	0.006568414449
641	1	0.00655787188
642	1	0.006543123088
643	1	0.006524354079
644	1	0.00651709969
645	1	0.006500103329
646	1	0.006480663191
647	1	0.006458341413
648	1	0.006440403044
649	1	0.006424119777
650	1	0.006402556196
651	1	0.006385260766
652	1	0.006371645823
653	1	0.006358662698
654	1	0.00634663925
655	1	0.006332389145
656	1	0.006316947407
657	1	0.006299617198
658	1	0.006287302501
659	1	0.006271743035
660	1	0.006262188722
661	1	0.006248594464
662	1	0.00623342691
663	1	0.006217296699
664	1	0.006192150909
665	1	0.00617410172
666	1	0.006156603446
667	1	0.00615014106
668	1	0.00612996128
669	1	0.006114263293
670	1	0.006092629041
671	1	0.006069499082
672	1	0.006056744573
673	1	0.006043340028
674	1	0.006035089797
675	1	0.006023972468
676	1	0.006011629989
677	1	0.005996059661
678	1	0.005982910925
679	1	0.005974284644
680	1	0.005958951685
681	1	0.005947611235
682	1	0.005933569731
683	1	0.00592004929
684	1	0.005904059202
685	1	0.005888735988
686	1	0.005870322538
687	1	0.00585510276
688	1	0.005849059601
689	1	0.005836344554
690	1	0.005829067946
691	1	0.005814824455
692	1	0.005798297309
693	1	0.005787533064
694	1	0.005779576542
695	1	0.005767038544
696	1	0.005744597414
697	1	0.005732057506
698	1	0.005722357266
699	1	0.005713843323
700	1	0.005700938496
701	1	0.005682035581
702	1	0.005671814296
703	1	0.005664647339
704	1	0.005650353161
705	1	0.005638005821
706	1	0.005630109454
707	1	0.005617737668
708	1	0.005601367187
709	1	0.005588092176
710	1	0.005576585152
711	1	0.005563229248
712	1	0.005554623752
713	1	0.005547239444
714	1	0.005531901598
715	1	0.005521595441
716	1	0.00551108443
717	1	0.005503054776
718	1	0.005486462044
719	1	0.005473225841
720	1	0.005461694906
721	1	0.005448235406
722	1	0.005438958277
723	1	0.005425255462
724	1	0.005417025891
725	1	0.005410432839
726	1	0.005393622681
727	1	0.005385347178
728	1	0.005372811763
729	1	0.005357036781
730	1	0.005342015238
731	1	0.005325503148
732	1	0.005314807337
733	1	0.005299876186
734	1	0.005290730615
735	1	0.005278288633
736	1	0.005265846412
737	1	0.005252614309
738	1	0.005241410369
739	1	0.005226599017
740	1	0.005217421326
741	1	0.00520767523
742	1	0.005200315676
743	1	0.005186874888
744	1	0.005179095869
745	1	0.005170065672
746	1	0.005157980168
747	1	0.005146091772
748	1	0.005138203634
749	1	0.005126194449
750	1	0.005115494894
751	1	0.005106166883
752	1	0.005099535434
753	1	0.005088692721
754	1	0.005079102768
755	1	0.005065118613
756	1	0.005056901761
757	1	0.005041441662
758	1	0.005029282297
759	1	0.00502082382
760	1	0.005008413918
761	1	0.004997013321
762	1	0.004987421429
763	1	0.004976161564
764	1	0.00496676786
765	1	0.004960713654
766	1	0.004949341952
767	1	0.004939987838
768	1	0.004929594366
769	1	0.004922771524
770	1	0.004911636647
771	1	0.004905413122
772	1	0.00489388392
773	1	0.004888121303
774	1	0.004879313046
775	1	0.004870869283
776	1	0.004862046116
777	1	0.004852143038
778	1	0.004843253513
779	1	0.004830250433
780	1	0.004820222408
781	1	0.004812186287
782	1	0.00480281599
783	1	0.004793752701
784	1	0.004784790926
785	1	0.004770263389
786	1	0.004764920903
787	1	0.004755308039
788	1	0.004747580529
789	1	0.004738939616
790	1	0.004732660838
791	1	0.004726440664
792	1	0.004716494724
793	1	0.004708228574
794	1	0.004696992542
795	1	0.00468752735
796	1	0.004687521193
797	1	0.004679978469
798	1	0.004672756439
799	1	0.004664868366
800	1	0.004655127663
801	1	0.004645221571
802	1	0.004639126352
803	1	0.004639123394
804	1	0.004629263893
805	1	0.004624331063
806	1	0.004611434894
807	1	0.004602766347
808	1	0.004592407809
809	1	0.004582478962
810	1	0.004574076854
811	1	0.004562854261
812	1	0.004556379167
813	1	0.004550283373
814	1	0.004541631279
815	1	0.004533814473
816	1	0.004526987841
817	1	0.004525852198
818	1	0.004518059491
819	1	0.004509357974
820	1	0.004498650608
821	1	0.004492059847
822	1	0.004492055916
823	1	0.004485503927
824	1	0.004480525191
825	1	0.004473117069
826	1	0.004463638757
827	1	0.004454531077
828	1	0.004446919783
829	1	0.004438219331
830	1	0.004432792335
831	1	0.004425124388
832	1	0.004417147672
833	1	0.004403475429
834	1	0.004394775321
835	1	0.004385657177
836	1	0.004385639413
837	1	0.004377578964
838	1	0.004366158571
839	1	0.004366152471
840	1	0.004358106571
841	1	0.004350094836
842	1	0.004340647455
843	1	0.00433240555
844	1	0.004332319401
845	1	0.004324510753
846	1	0.004317257147
847	1	0.004317254677
848	1	0.004308473594
849	1	0.004298720983
850	1	0.00428944055
851	1	0.004281907916
852	1	0.004275078169
853	1	0.004264686907
854	1	0.004259159894
855	1	0.00425257899
856	1	0.004247912784
857	1	0.00423997127
858	1	0.004231581201
859	1	0.004228696085
860	1	0.004221770158
861	1	0.004213525488
862	1	0.004207751074
863	1	0.004196014425
864	1	0.004190080763
865	1	0.004181231381
866	1	0.004170503717
867	1	0.004162563322
868	1	0.004159726092
869	1	0.004154079166
870	1	0.004147123156
871	1	0.00413897714
872	1	0.004136518697
873	1	0.004128089842
874	1	0.004117598419
875	1	0.004111252814
876	1	0.00411123841
877	1	0.004103467062
878	1	0.004095496424
879	1	0.004088009547
880	1	0.004076840476
881	1	0.004076839291
882	1	0.004073428685
883	1	0.004064529244
884	1	0.00406334099
885	1	0.00405709098
886	1	0.004047324493
887	1	0.004038319944
888	1	0.004031280832
889	1	0.004023839344
890	1	0.004014400391
891	1	0.004010350705
892	1	0.004002730333
893	1	0.003995434144
894	1	0.003986776365
895	1	0.003981158589
896	1	0.003973051263
897	1	0.003965944743
898	1	0.003958283112
899	1	0.003950735318
900	1	0.003943027991
901	1	0.003934286201
902	1	0.003931346327
903	1	0.003922720814
904	1	0.003913617234
905	1	0.003902956489
906	1	0.003895768143
907	1	0.003892104471
908	1	0.0038870172
909	1	0.003874926384
910	1	0.00387097091
911	1	0.003870874268
912	1	0.003864185334
913	1	0.00385492432
914	1	0.003849323107
915	1	0.003842223416
916	1	0.003833813309
917	1	0.003833764387
918	1	0.003830405011
919	1	0.003823324988
920	1	0.003820347873
921	1	0.00381603306
922	1	0.003811045369
923	1	0.0038110354
924	1	0.00381103181
925	1	0.003806324783
926	1	0.003798313896
927	1	0.003792776338
928	1	0.003787435777
929	1	0.003787409313
930	1	0.003781342006
931	1	0.003772707541
932	1	0.0037664244
933	1	0.003759636429
934	1	0.003753250174
935	1	0.003746657035
936	1	0.003746644063
937	1	0.003740422883
938	1	0.003733975577
939	1	0.003727439366
940	1	0.003720127609
941	1	0.00372011768
942	1	0.003715923788
943	1	0.003709066028
944	1	0.003702452244
945	1	0.003697136696
946	1	0.003690418413
947	1	0.003690408731
948	1	0.003684790197
949	1	0.003682479845
950	1	0.003676592454
951	1	0.003668124497
952	1	0.003668123287
953	1	0.003668112645
954	1	0.00366810601
955	1	0.00366087768
956	1	0.003655059843
957	1	0.00365064756
958	1	0.003646231259
959	1	0.003646153067
960	1	0.003637895264
961	1	0.003630726222
962	1	0.003625054299
963	1	0.003618812925
964	1	0.003613762118
965	1	0.003607402518
966	1	0.003600998405
967	1	0.003595677169
968	1	0.003582652075
969	1	0.003576782495
970	1	0.003571601605
971	1	0.003565654413
972	1	0.003560696562
973	1	0.003560687233
974	1	0.003556325332
975	1	0.003550223539
976	1	0.003548376237
977	1	0.003541746926
978	1	0.003536372664
979	1	0.003530414831
980	1	0.003530400363
981	1	0.003527849846
982	1	0.003527848051
983	1	0.003523206086
984	1	0.003523180034
985	1	0.003523083987
986	1	0.00352307419
987	1	0.003516694508
988	1	0.003512245623
989	1	0.003505944713
990	1	0.003502889623
991	1	0.003496089516
992	1	0.003496082277
993	1	0.003493161879
994	1	0.003486585563
995	1	0.003479331075
996	1	0.003475332885
997	1	0.003468442266
998	1	0.003468415078
999	1	0.003468408162
