,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,39,12,12,1,3,1,0
true_bcc,10,72,9,1,4,4,0
true_bkl,10,16,122,1,30,25,1
true_df,5,3,8,4,1,1,0
true_mel,5,4,23,1,138,51,0
true_nv,5,14,54,6,103,1178,3
true_vasc,0,2,1,0,1,1,29
