,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,37,13,11,1,3,3,0
true_bcc,11,70,7,2,2,8,0
true_bkl,13,16,121,3,28,24,0
true_df,10,3,2,5,2,0,0
true_mel,7,5,27,1,158,24,0
true_nv,8,22,82,7,151,1090,3
true_vasc,0,2,0,1,1,4,26
