,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,0,28,20,11,9,0,0
true_bcc,0,79,6,4,6,0,5
true_bkl,0,23,116,16,37,5,8
true_df,0,5,3,13,1,0,0
true_mel,0,3,25,4,182,7,1
true_nv,0,34,121,43,335,744,86
true_vasc,0,2,0,0,0,1,31
