,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,38,11,10,1,6,2,0
true_bcc,5,67,12,2,9,4,1
true_bkl,12,12,113,0,35,32,1
true_df,4,3,6,6,2,1,0
true_mel,4,6,21,1,138,52,0
true_nv,6,15,60,10,102,1170,0
true_vasc,0,1,0,0,5,2,26
