,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,33,13,10,2,6,4,0
true_bcc,6,60,14,1,7,12,0
true_bkl,12,13,129,3,23,25,0
true_df,2,3,5,8,1,3,0
true_mel,7,5,29,1,129,51,0
true_nv,5,14,47,8,67,1219,3
true_vasc,0,3,1,0,1,3,26
