,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,48,9,3,0,5,0,0
true_bcc,7,79,4,2,7,4,0
true_bkl,12,11,142,1,34,20,0
true_df,1,3,4,15,0,0,0
true_mel,5,2,38,2,146,30,0
true_nv,10,21,73,5,154,1076,2
true_vasc,0,1,0,0,1,4,22
