,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,0,28,21,4,14,1,0
true_bcc,0,74,15,4,6,0,1
true_bkl,0,23,139,4,35,3,1
true_df,0,6,6,7,3,0,0
true_mel,0,5,27,3,177,7,3
true_nv,0,67,157,27,363,711,38
true_vasc,0,4,1,0,1,0,28
