,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,36,14,10,0,3,5,0
true_bcc,13,63,12,0,5,7,0
true_bkl,14,14,108,3,24,41,1
true_df,8,4,2,4,1,3,0
true_mel,7,6,28,0,109,72,0
true_nv,13,21,43,5,101,1180,0
true_vasc,0,2,0,0,3,12,17
