,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,47,11,4,0,3,0,0
true_bcc,10,74,6,4,6,3,0
true_bkl,14,10,128,5,39,24,0
true_df,2,4,4,13,0,0,0
true_mel,5,2,39,2,145,30,0
true_nv,9,28,75,12,151,1065,1
true_vasc,0,1,0,0,1,2,24
