,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,41,13,7,1,4,2,0
true_bcc,11,76,5,1,2,4,1
true_bkl,17,17,116,1,27,26,1
true_df,9,4,4,4,1,0,0
true_mel,7,5,20,1,134,55,0
true_nv,11,24,61,7,130,1127,3
true_vasc,0,2,1,0,1,4,26
