,pred_akiec,pred_bcc,pred_bkl,pred_df,pred_mel,pred_nv,pred_vasc
true_akiec,0,32,22,5,9,0,0
true_bcc,0,80,8,5,6,0,1
true_bkl,0,24,117,11,45,6,2
true_df,0,5,3,12,2,0,0
true_mel,0,3,21,5,184,8,1
true_nv,0,70,106,32,345,777,33
true_vasc,0,1,0,0,1,1,31
