R_real_mean,R_real_std,R_real_max,R_real_min,R_imag_mean,R_imag_std,R_imag_max,R_imag_min,R_magnitude_mean,R_magnitude_std,R_magnitude_max,R_magnitude_energy,R_phase_mean,R_phase_std,R_phase_range,G_real_mean,G_real_std,G_real_max,G_real_min,G_imag_mean,G_imag_std,G_imag_max,G_imag_min,G_magnitude_mean,G_magnitude_std,G_magnitude_max,G_magnitude_energy,G_phase_mean,G_phase_std,G_phase_range,B_real_mean,B_real_std,B_real_max,B_real_min,B_imag_mean,B_imag_std,B_imag_max,B_imag_min,B_magnitude_mean,B_magnitude_std,B_magnitude_max,B_magnitude_energy,B_phase_mean,B_phase_std,B_phase_range
0.0013117678602248023,0.2746161346909583,6.162047120655766,-2.2635485060092986,-0.002745665667079676,0.20002953323336728,2.1437865891235184,-2.005709055595436,0.12229093169238137,0.316985840439041,6.162047120655766,1891.2885966935792,0.02473544020465579,1.8075657809579289,6.258641614573417,0.015079086882562065,0.5072897606080378,9.368799406958567,-6.047254220189236,-0.0008465773723188835,0.29423374763310717,4.390068892664073,-4.3061511522792015,0.19553047546595692,0.5530934172294036,9.368799406958567,5638.463406382159,0.01169660350762819,1.8119461709242468,6.258641614573417,0.012700027460285757,0.44866260048953477,15.079496531168617,-4.8879778605193245,0.0013835665486196106,0.16583152294443546,2.206258318942713,-2.2596755763642706,0.13539182015648948,0.45894496736395535,15.079496531168617,3751.304036908879,0.004985437560628303,1.8196461576489982,6.258641614573416
